time,gaze_target,left.pupil_diameter_mm,right.pupil_diameter_mm
844.882,CartoonTeacher,2.949844,2.999817
844.904,CartoonTeacher,2.959915,3.000275
844.926,CartoonTeacher,2.967743,2.999405
844.949,CartoonTeacher,2.985519,3.000259
844.972,CartoonTeacher,2.967667,2.957535
844.995,CartoonTeacher,2.96402,2.979248
845.0160000000001,CartoonTeacher,2.963684,2.990967
845.039,CartoonTeacher,2.971771,2.979019
845.063,CartoonTeacher,2.972198,2.984024
845.0830000000001,CartoonTeacher,2.972855,2.990067
845.1060000000001,CartoonTeacher,2.986237,3.004257
845.127,CartoonTeacher,3.003845,3.0113220000000003
845.148,CartoonTeacher,3.009705,3.011261
845.168,CartoonTeacher,3.006592,3.010834
845.192,CartoonTeacher,2.996552,3.016296
845.2139999999999,CartoonTeacher,3.003845,3.029144
845.2360000000001,CartoonTeacher,3.004883,3.020111
845.257,CartoonTeacher,3.002136,3.008087
845.279,CartoonTeacher,3.002197,2.999084
845.3,CartoonTeacher,3.002716,3.000229
845.322,CartoonTeacher,3.001678,2.987869
845.3439999999999,CartoonTeacher,3.012436,2.982452
845.365,CartoonTeacher,3.002426,2.982819
845.3889999999999,CartoonTeacher,3.00708,2.983231
845.41,CartoonTeacher,3.009125,2.982513
845.432,CartoonTeacher,3.008545,2.988144
845.454,CartoonTeacher,3.010513,2.992325
845.4760000000001,CartoonTeacher,3.012451,2.987778
845.4989999999999,CartoonTeacher,3.0271,2.988464
845.52,CartoonTeacher,3.04303,2.989136
845.543,CartoonTeacher,3.043777,2.9929810000000003
845.567,CartoonTeacher,3.067123,2.992249
845.587,CartoonTeacher,3.06781,3.004456
845.6110000000001,CartoonTeacher,3.0681,3.009933
845.632,CartoonTeacher,3.068268,3.013748
845.653,CartoonTeacher,3.067001,3.009476
845.676,CartoonTeacher,3.069855,3.009109
845.698,CartoonTeacher,3.077957,3.002014
845.721,CartoonTeacher,3.086685,2.994949
845.743,CartoonTeacher,3.092148,2.994308
845.765,CartoonTeacher,3.092957,3.009964
845.7860000000001,CartoonTeacher,3.0916900000000003,3.014282
845.809,CartoonTeacher,3.104889,3.01297
845.834,CartoonTeacher,3.094513,3.005325
845.8530000000001,CartoonTeacher,3.099228,2.988327
845.8760000000001,CartoonTeacher,3.100021,3.019928
845.898,CartoonTeacher,3.094986,3.005096
845.92,CartoonTeacher,3.095078,3.008759
845.942,CartoonTeacher,3.092484,3.009094
845.966,CartoonTeacher,3.094574,3.023056
845.99,CartoonTeacher,3.102371,3.018219
846.0139999999999,CartoonTeacher,3.095093,3.01149
846.0369999999999,CartoonTeacher,3.11203,3.019028
846.059,CartoonTeacher,3.110794,3.021729
846.082,CartoonTeacher,3.111008,3.022888
846.1039999999999,CartoonTeacher,3.11055,3.022476
846.1260000000001,CartoonTeacher,3.107361,3.019745
846.1469999999999,CartoonTeacher,3.11145,3.016144
846.17,CartoonTeacher,3.1156770000000003,3.01149
846.191,CartoonTeacher,3.127869,3.0103150000000003
846.2139999999999,CartoonTeacher,3.132111,2.994629
846.2339999999999,CartoonTeacher,3.126328,2.989853
846.2539999999999,CartoonTeacher,3.126129,2.99173
846.2769999999999,CartoonTeacher,3.09903,2.9952240000000003
846.297,CartoonTeacher,3.08609,2.991852
846.321,CartoonTeacher,3.09227,2.985062
846.342,CartoonTeacher,3.087967,2.983765
846.3639999999999,CartoonTeacher,3.078873,2.982956
846.3860000000001,CartoonTeacher,3.066589,2.981949
846.408,CartoonTeacher,3.066132,2.981979
846.433,CartoonTeacher,3.06604,2.992493
846.453,CartoonTeacher,3.0511470000000003,2.994354
846.475,CartoonTeacher,3.055405,2.994324
846.498,CartoonTeacher,3.053802,2.992828
846.52,CartoonTeacher,3.05304,2.9737240000000003
846.541,CartoonTeacher,3.05484,2.974442
846.564,CartoonTeacher,3.054352,2.973541
846.587,CartoonTeacher,3.05072,2.966965
846.6080000000001,CartoonTeacher,3.05455,2.973709
846.6310000000001,CartoonTeacher,3.059189,2.997421
846.6519999999999,CartoonTeacher,3.060181,2.997543
846.675,CartoonTeacher,3.052795,2.997162
846.698,CartoonTeacher,3.058151,3.000351
846.722,CartoonTeacher,3.064743,3.000778
846.743,CartoonTeacher,3.076111,3.002426
846.765,CartoonTeacher,3.076141,3.004639
846.7869999999999,CartoonTeacher,3.074814,3.008286
846.808,CartoonTeacher,3.073669,3.008987
846.832,CartoonTeacher,3.071625,3.009644
846.8530000000001,CartoonTeacher,3.072037,3.020264
846.875,CartoonTeacher,3.073334,2.994522
846.8989999999999,CartoonTeacher,3.0771330000000003,2.995483
846.922,CartoonTeacher,3.079544,2.995789
846.947,CartoonTeacher,3.088821,2.996948
846.9680000000001,CartoonTeacher,3.095078,3.01149
846.9910000000001,CartoonTeacher,3.099152,3.015671
847.015,CartoonTeacher,3.1000520000000003,3.0194400000000003
847.038,CartoonTeacher,3.100235,3.017288
847.06,CartoonTeacher,3.1051330000000004,3.00563
847.082,CartoonTeacher,3.101425,3.009216
847.1060000000001,CartoonTeacher,3.093063,3.009521
847.132,CartoonTeacher,3.108917,3.010468
847.154,CartoonTeacher,3.098053,3.017624
847.187,CartoonTeacher,3.0964810000000003,3.023315
847.22,CartoonTeacher,3.094009,3.019547
847.2539999999999,FrontWall,3.060379,3.01413
847.2869999999999,FrontWall,3.045975,3.013504
847.32,FrontWall,3.057648,3.010406
847.3530000000001,FrontWall,3.069901,3.011292
847.387,FrontWall,3.064499,2.992645
847.42,FrontWall,3.100647,2.992432
847.453,FrontWall,3.100204,3.020721
847.4860000000001,FrontWall,3.064468,3.021301
847.5189999999999,FrontWall,3.074249,3.062943
847.553,FrontWall,3.074951,3.062943
847.586,FrontWall,3.075485,3.065002
847.62,FrontWall,3.065414,3.071533
847.653,FrontWall,3.065872,3.075912
847.687,FrontWall,3.06543,3.089493
847.72,FrontWall,3.08786,3.090866
847.753,FrontWall,3.108734,3.106842
847.7869999999999,FrontWall,3.087936,3.108566
847.82,FrontWall,3.097672,3.1411290000000003
847.852,FrontWall,3.078735,3.129669
847.8860000000001,FrontWall,3.076508,3.144882
847.909,FrontWall,3.0501560000000003,3.145554
847.931,FrontWall,3.050507,3.143204
847.953,FrontWall,3.044525,3.125305
847.975,FrontWall,3.04126,3.119614
847.998,FrontWall,3.039978,3.119553
848.0210000000001,FrontWall,3.059021,3.159424
848.0419999999999,FrontWall,3.060379,3.161102
848.064,FrontWall,3.061157,3.147614
848.087,FrontWall,3.061157,3.159668
848.1089999999999,FrontWall,3.061035,3.159805
848.132,FrontWall,3.052322,3.150269
848.154,FrontWall,3.0494380000000003,3.149963
848.175,FrontWall,3.052078,3.158493
848.198,FrontWall,3.077393,3.178421
848.22,FrontWall,3.072403,3.185349
848.243,FrontWall,3.085632,3.185883
848.265,FrontWall,3.091583,3.193741
848.288,FrontWall,3.091003,3.2079470000000003
848.31,FrontWall,3.087494,3.228088
848.332,FrontWall,3.090729,3.229446
848.3560000000001,FrontWall,3.091141,3.23082
848.377,FrontWall,3.092438,3.232864
848.3989999999999,FrontWall,3.103119,3.249023
848.419,FrontWall,3.103043,3.230728
848.443,FrontWall,3.127991,3.223434
848.465,FrontWall,3.102097,3.215317
848.488,SM_Blackboard_Schiene_low_99,3.102158,3.213837
848.5110000000001,SM_Blackboard_Schiene_low_99,3.114029,3.193344
848.5319999999999,SM_Blackboard_Schiene_low_99,3.140366,3.180161
848.553,SM_Blackboard_Schiene_low_99,3.140839,3.179871
848.578,SM_Blackboard_Schiene_low_99,3.14119,3.178146
848.5989999999999,SM_Blackboard_Schiene_low_99,3.141739,3.176743
848.622,SM_Blackboard_Schiene_low_99,3.141769,3.202423
848.6460000000001,SM_Blackboard_Schiene_low_99,3.135559,3.213165
848.668,SM_Blackboard_Schiene_low_99,3.120712,3.217728
848.69,SM_Blackboard_Schiene_low_99,3.106491,3.220367
848.7139999999999,SM_Blackboard_Schiene_low_99,3.098953,3.21965
848.737,SM_Blackboard_Schiene_low_99,3.074371,3.219437
848.758,SM_Blackboard_Schiene_low_99,3.026535,3.213669
848.7810000000001,SM_Blackboard_Schiene_low_99,3.0005040000000003,3.213409
848.804,SM_Blackboard_Schiene_low_99,2.999786,3.170517
848.825,SM_Blackboard_Schiene_low_99,2.9989470000000003,3.17128
848.847,SM_Blackboard_Schiene_low_99,3.024841,3.163345
848.867,SM_Blackboard_Schiene_low_99,3.031403,3.163239
848.8919999999999,SM_Blackboard_Schiene_low_99,3.054169,3.194214
848.9119999999999,SM_Blackboard_Schiene_low_99,3.0491490000000003,3.193604
848.933,SM_Blackboard_Schiene_low_99,3.072601,3.1572880000000003
848.956,SM_Blackboard_Schiene_low_99,3.104279,3.15271
848.9780000000001,SM_Blackboard_Schiene_low_99,3.091492,3.150726
848.998,SM_Blackboard_Schiene_low_99,3.09198,3.144775
849.0189999999999,SM_Blackboard_Schiene_low_99,3.092484,3.143326
849.041,SM_Blackboard_Schiene_low_99,3.089676,3.144516
849.063,SM_Blackboard_Schiene_low_99,3.090836,3.148575
849.085,SM_Blackboard_Schiene_low_99,3.090668,3.140091
849.1080000000001,SM_Blackboard_Schiene_low_99,3.091949,3.142532
849.1289999999999,SM_Blackboard_Schiene_low_99,3.096741,3.14357
849.1519999999999,SM_Blackboard_Schiene_low_99,3.069611,3.141373
849.174,SM_Blackboard_Schiene_low_99,3.088348,3.123169
849.196,SM_Blackboard_Schiene_low_99,3.070908,3.1272580000000003
849.2189999999999,SM_Blackboard_Schiene_low_99,3.089035,3.101715
849.242,SM_Blackboard_Schiene_low_99,3.089142,3.062958
849.2639999999999,SM_Blackboard_Schiene_low_99,3.090347,3.051529
849.285,CartoonTeacher,3.106339,3.073929
849.308,CartoonTeacher,3.122803,3.064835
849.33,CartoonTeacher,3.130096,3.065216
849.3510000000001,CartoonTeacher,3.148575,3.077835
849.3739999999999,CartoonTeacher,3.1428990000000003,3.079697
849.3960000000001,CartoonTeacher,3.144119,3.0970150000000003
849.42,CartoonTeacher,3.159729,3.09845
849.441,CartoonTeacher,3.19194,3.108978
849.4639999999999,CartoonTeacher,3.205429,3.120178
849.487,CartoonTeacher,3.219559,3.123032
849.51,CartoonTeacher,3.229401,3.126892
849.533,CartoonTeacher,3.230286,3.164734
849.556,CartoonTeacher,3.243744,3.165344
849.578,CartoonTeacher,3.243576,3.155457
849.6010000000001,CartoonTeacher,3.257782,3.156128
849.623,CartoonTeacher,3.258621,3.159988
849.6469999999999,CartoonTeacher,3.285995,3.169083
849.67,CartoonTeacher,3.271515,3.163361
849.693,CartoonTeacher,3.288956,3.1762080000000004
849.715,CartoonTeacher,3.273605,3.177017
849.737,CartoonTeacher,3.273834,3.216476
849.76,CartoonTeacher,3.291443,3.217499
849.7810000000001,CartoonTeacher,3.273773,3.228485
849.804,CartoonTeacher,3.2783809999999995,3.228973
849.824,CartoonTeacher,3.290649,3.19664
849.847,CartoonTeacher,3.290802,3.231979
849.868,CartoonTeacher,3.284332,3.232178
849.8889999999999,CartoonTeacher,3.284592,3.231232
849.913,CartoonTeacher,3.294601,3.192505
849.934,CartoonTeacher,3.295563,3.213928
849.956,CartoonTeacher,3.295578,3.214203
849.9789999999999,SM_Blackboard_Schiene_low_99,3.303635,3.229446
850.0,SM_Blackboard_Schiene_low_99,3.3036190000000003,3.201492
850.0210000000001,SM_Blackboard_Schiene_low_99,3.302979,3.208496
850.04,SM_Blackboard_Schiene_low_99,3.303238,3.221741
850.063,SM_Blackboard_Schiene_low_99,3.327499,3.20755
850.085,SM_Blackboard_Schiene_low_99,3.327606,3.206955
850.1080000000001,SM_Blackboard_Schiene_low_99,3.3307800000000003,3.21402
850.1310000000001,SM_Blackboard_Schiene_low_99,3.3228,3.214798
850.154,SM_Blackboard_Schiene_low_99,3.301788,3.214478
850.173,SM_Blackboard_Schiene_low_99,3.303543,3.205444
850.196,SM_Blackboard_Schiene_low_99,3.271561,3.208481
850.2180000000001,CartoonTeacher,3.269058,3.208618
850.24,CartoonTeacher,3.268539,3.205017
850.262,CartoonTeacher,3.259659,3.209808
850.284,CartoonTeacher,3.262573,3.223984
850.307,CartoonTeacher,3.256042,3.239075
850.328,CartoonTeacher,3.251053,3.221207
850.352,CartoonTeacher,3.25058,3.219162
850.3739999999999,SM_Blackboard_Schiene_low_99,3.24704,3.21991
850.395,SM_Blackboard_Schiene_low_99,3.250824,3.220383
850.4169999999999,SM_Blackboard_Schiene_low_99,3.252045,3.215408
850.441,SM_Blackboard_Schiene_low_99,3.253433,3.229691
850.4630000000001,CartoonTeacher,3.257782,3.229019
850.485,CartoonTeacher,3.2608490000000003,3.225311
850.507,CartoonTeacher,3.2613220000000003,3.213257
850.5310000000001,CartoonTeacher,3.261444,3.214569
850.555,CartoonTeacher,3.254181,3.211914
850.578,CartoonTeacher,3.260925,3.212158
850.5989999999999,CartoonTeacher,3.255753,3.212158
850.623,CartoonTeacher,3.23085,3.212219
850.6460000000001,CartoonTeacher,3.238388,3.22142
850.668,CartoonTeacher,3.235046,3.216553
850.689,CartoonTeacher,3.230469,3.200439
850.7130000000001,CartoonTeacher,3.240707,3.200043
850.7339999999999,CartoonTeacher,3.241089,3.216324
850.7560000000001,CartoonTeacher,3.244308,3.225586
850.778,CartoonTeacher,3.249924,3.224564
850.799,CartoonTeacher,3.249527,3.243484
850.821,CartoonTeacher,3.249863,3.24263
850.8439999999999,CartoonTeacher,3.248856,3.242493
850.8660000000001,CartoonTeacher,3.246307,3.241547
850.887,CartoonTeacher,3.237747,3.2398830000000003
850.908,CartoonTeacher,3.247513,3.236588
850.931,CartoonTeacher,3.24762,3.2369380000000003
850.953,CartoonTeacher,3.252304,3.236801
850.9739999999999,CartoonTeacher,3.257828,3.24147
850.9960000000001,CartoonTeacher,3.271515,3.236023
851.018,CartoonTeacher,3.281708,3.236053
851.043,CartoonTeacher,3.295486,3.236206
851.064,CartoonTeacher,3.295746,3.241241
851.085,CartoonTeacher,3.3142400000000003,3.244904
851.107,CartoonTeacher,3.32222,3.244583
851.1289999999999,CartoonTeacher,3.317093,3.2587740000000003
851.1510000000001,CartoonTeacher,3.279755,3.267624
851.173,CartoonTeacher,3.278717,3.267609
851.196,CartoonTeacher,3.287399,3.267212
851.2189999999999,CartoonTeacher,3.286774,3.245712
851.24,CartoonTeacher,3.292068,3.221176
851.263,CartoonTeacher,3.310211,3.221527
851.2860000000001,CartoonTeacher,3.326309,3.222183
851.308,CartoonTeacher,3.333374,3.230484
851.329,CartoonTeacher,3.333572,3.246902
851.3510000000001,CartoonTeacher,3.330246,3.247543
851.373,CartoonTeacher,3.3182370000000003,3.253876
851.3960000000001,CartoonTeacher,3.304611,3.246567
851.418,CartoonTeacher,3.310989,3.2477720000000003
851.442,CartoonTeacher,3.324951,3.251984
851.4630000000001,CartoonTeacher,3.3267519999999995,3.262283
851.485,CartoonTeacher,3.329651,3.262222
851.508,CartoonTeacher,3.336853,3.2831120000000005
851.5319999999999,CartoonTeacher,3.336792,3.289856
851.554,CartoonTeacher,3.362518,3.2864690000000003
851.577,CartoonTeacher,3.3798220000000003,3.260437
851.6,CartoonTeacher,3.38475,3.286667
851.623,CartoonTeacher,3.384644,3.278168
851.6460000000001,CartoonTeacher,3.3880160000000004,3.276443
851.669,CartoonTeacher,3.391068,3.275543
851.69,CartoonTeacher,3.3999940000000004,3.275101
851.7139999999999,CartoonTeacher,3.396774,3.293884
851.737,CartoonTeacher,3.411682,3.290695
851.758,CartoonTeacher,3.415451,3.297607
851.7810000000001,CartoonTeacher,3.4261470000000003,3.3054050000000004
851.802,CartoonTeacher,3.426514,3.311172
851.823,CartoonTeacher,3.435532,3.342361
851.846,CartoonTeacher,3.4356690000000003,3.338623
851.868,CartoonTeacher,3.435989,3.335342
851.8889999999999,CartoonTeacher,3.436951,3.335388
851.913,CartoonTeacher,3.440338,3.322235
851.935,CartoonTeacher,3.441513,3.328156
851.956,CartoonTeacher,3.46814,3.328949
851.9760000000001,CartoonTeacher,3.476593,3.341705
851.9989999999999,CartoonTeacher,3.4917300000000004,3.345276
852.02,CartoonTeacher,3.492233,3.355682
852.0419999999999,CartoonTeacher,3.505585,3.3579410000000003
852.064,CartoonTeacher,3.498856,3.3926540000000003
852.085,CartoonTeacher,3.50679,3.402695
852.1080000000001,CartoonTeacher,3.5081480000000003,3.4245910000000004
852.13,CartoonTeacher,3.50766,3.404449
852.1519999999999,CartoonTeacher,3.531128,3.4024050000000003
852.173,CartoonTeacher,3.545532,3.402771
852.195,CartoonTeacher,3.551453,3.402603
852.2189999999999,CartoonTeacher,3.556076,3.4022980000000005
852.2410000000001,CartoonTeacher,3.55571,3.401108
852.2639999999999,CartoonTeacher,3.542725,3.3865510000000003
852.2860000000001,CartoonTeacher,3.5352019999999995,3.407059
852.306,CartoonTeacher,3.53511,3.408157
852.33,CartoonTeacher,3.535263,3.386566
852.352,CartoonTeacher,3.53746,3.405762
852.3739999999999,CartoonTeacher,3.537384,3.4062650000000003
852.395,CartoonTeacher,3.5360720000000003,3.406967
852.418,CartoonTeacher,3.535675,3.400085
852.439,CartoonTeacher,3.541183,3.3918760000000003
852.4630000000001,CartoonTeacher,3.54213,3.391464
852.487,CartoonTeacher,3.553543,3.390137
852.507,CartoonTeacher,3.572922,3.389587
852.5310000000001,CartoonTeacher,3.569168,3.389236
852.553,CartoonTeacher,3.561371,3.377472
852.578,CartoonTeacher,3.5581050000000003,3.379013
852.5989999999999,CartoonTeacher,3.53746,3.385803
852.6239999999999,CartoonTeacher,3.52179,3.3932800000000003
852.648,CartoonTeacher,3.5158690000000004,3.386795
852.669,CartoonTeacher,3.498322,3.393799
852.689,CartoonTeacher,3.498047,3.393906
852.7130000000001,CartoonTeacher,3.488953,3.387573
852.7330000000001,CartoonTeacher,3.476669,3.386353
852.755,CartoonTeacher,3.4757839999999995,3.3767400000000003
852.778,CartoonTeacher,3.462311,3.376678
852.8,CartoonTeacher,3.45813,3.366486
852.821,CartoonTeacher,3.457779,3.3641660000000004
852.8430000000001,CartoonTeacher,3.461319,3.356064
852.8639999999999,CartoonTeacher,3.4605870000000003,3.3866120000000004
852.8860000000001,CartoonTeacher,3.462006,3.3564
852.9060000000001,CartoonTeacher,3.468903,3.388779
852.928,CartoonTeacher,3.470932,3.363663
852.95,CartoonTeacher,3.468689,3.362656
852.9730000000001,CartoonTeacher,3.469696,3.353699
852.995,CartoonTeacher,3.472885,3.3177190000000003
853.0169999999999,CartoonTeacher,3.467163,3.317734
853.04,CartoonTeacher,3.462769,3.2850040000000003
853.062,CartoonTeacher,3.4291080000000003,3.2779540000000003
853.084,CartoonTeacher,3.421387,3.279297
853.1060000000001,CartoonTeacher,3.420868,3.284454
853.1289999999999,CartoonTeacher,3.4179690000000003,3.288895
853.15,CartoonTeacher,3.416382,3.293427
853.172,CartoonTeacher,3.416824,3.2989040000000003
853.194,CartoonTeacher,3.4162449999999995,3.321671
853.217,CartoonTeacher,3.40303,3.308868
853.2389999999999,CartoonTeacher,3.402832,3.3048550000000003
853.265,CartoonTeacher,3.433411,3.30484
853.283,CartoonTeacher,3.4333339999999994,3.3071900000000003
853.307,CartoonTeacher,3.3978580000000003,3.300964
853.33,CartoonTeacher,3.397446,3.300964
853.3530000000001,CartoonTeacher,3.4041900000000003,3.300461
853.3739999999999,CartoonTeacher,3.4077300000000004,3.308365
853.3969999999999,CartoonTeacher,3.405685,3.3085940000000003
853.42,CartoonTeacher,3.40593,3.297806
853.439,CartoonTeacher,3.424011,3.296997
853.462,CartoonTeacher,3.424042,3.274277
853.4839999999999,CartoonTeacher,3.403534,3.27388
853.5060000000001,FrontWall,3.358047,3.260361
853.53,CartoonTeacher,3.430069,3.261673
853.554,FrontWall,3.42981,3.261459
853.575,FrontWall,3.371353,3.2640990000000003
853.5989999999999,FrontWall,3.359955,3.259796
853.622,CartoonTeacher,3.4534300000000004,3.474411
853.645,CartoonTeacher,2.089935,2.700134
853.689,CartoonTeacher,3.054123,4.15831
853.712,CartoonTeacher,2.683914,2.20723
853.735,CartoonTeacher,3.73996,3.280777
853.7560000000001,CartoonTeacher,3.459702,3.450928
853.783,CartoonTeacher,3.41008,3.261749
853.816,CartoonTeacher,3.332977,3.241058
853.8489999999999,CartoonTeacher,3.33371,3.202927
853.882,CartoonTeacher,3.279922,3.205887
853.916,CartoonTeacher,3.318634,3.217422
853.95,CartoonTeacher,3.3171230000000005,3.215485
853.9830000000001,CartoonTeacher,3.295731,3.213394
854.0169999999999,CartoonTeacher,3.3177190000000003,3.208862
854.049,CartoonTeacher,3.32579,3.2086330000000003
854.082,CartoonTeacher,3.321899,3.207291
854.117,CartoonTeacher,3.323456,3.18898
854.1489999999999,CartoonTeacher,3.276505,3.1879880000000003
854.182,CartoonTeacher,3.271851,3.164032
854.217,CartoonTeacher,3.249405,3.118484
854.2489999999999,CartoonTeacher,3.245529,3.096436
854.283,CartoonTeacher,3.241257,3.086746
854.317,CartoonTeacher,3.203262,3.092712
854.35,CartoonTeacher,3.156921,3.085907
854.383,CartoonTeacher,3.246948,3.244843
854.4830000000001,CartoonTeacher,2.585739,3.766571
854.5169999999999,CartoonTeacher,3.275177,3.3161620000000003
854.539,CartoonTeacher,3.240845,3.207672
854.561,CartoonTeacher,3.253647,3.1293490000000004
854.584,CartoonTeacher,3.144638,3.119888
854.607,CartoonTeacher,3.209076,3.026276
854.6289999999999,CartoonTeacher,3.146225,3.136688
854.65,CartoonTeacher,3.150589,3.113586
854.673,CartoonTeacher,3.147766,3.112793
854.696,CartoonTeacher,3.186935,3.06813
854.7180000000001,CartoonTeacher,3.216965,3.047974
854.74,CartoonTeacher,3.198578,3.064941
854.763,CartoonTeacher,3.197037,3.073425
854.784,CartoonTeacher,3.160309,3.125748
854.807,CartoonTeacher,3.1602330000000003,3.071411
854.83,CartoonTeacher,3.179749,3.077225
854.8510000000001,CartoonTeacher,3.17453,3.082886
854.873,CartoonTeacher,3.172302,3.0901490000000003
854.8969999999999,CartoonTeacher,3.164963,3.089737
854.919,CartoonTeacher,3.167328,3.081451
854.941,CartoonTeacher,3.156815,3.056976
854.9630000000001,CartoonTeacher,3.157211,3.054214
854.9860000000001,CartoonTeacher,3.1531830000000003,3.034088
855.008,CartoonTeacher,3.14801,3.019272
855.0319999999999,CartoonTeacher,3.1343080000000003,3.01059
855.055,CartoonTeacher,3.099121,2.983292
855.078,CartoonTeacher,3.089005,2.967896
855.0989999999999,CartoonTeacher,3.062424,2.964417
855.123,CartoonTeacher,3.140015,2.886871
855.1460000000001,CartoonTeacher,3.096283,2.968369
855.169,CartoonTeacher,3.104279,2.974457
855.192,CartoonTeacher,3.110733,2.963928
855.215,SM_Blackboard_Schiene_low_99,3.107498,2.972794
855.2389999999999,SM_Blackboard_Schiene_low_99,3.103958,2.982208
855.257,SM_Blackboard_Schiene_low_99,3.096527,2.987396
855.285,SM_Blackboard_Schiene_low_99,3.096359,2.981461
855.306,SM_Blackboard_Schiene_low_99,3.0896,2.990967
855.328,SM_Blackboard_Schiene_low_99,3.08992,2.991943
855.35,SM_Blackboard_Schiene_low_99,3.061203,2.96875
855.375,FrontWall,3.046768,3.011414
855.4,FrontWall,3.040527,3.072968
855.427,FrontWall,2.391785,1.961227
855.5169999999999,FrontWall,3.151901,2.051605
855.538,FrontWall,3.132172,3.170547
855.561,FrontWall,3.195862,3.120804
855.5830000000001,FrontWall,3.101624,3.083237
855.605,FrontWall,3.064926,3.1164400000000003
855.628,FrontWall,3.054916,3.064636
855.6489999999999,FrontWall,3.139557,3.029541
855.672,FrontWall,3.144989,2.989044
855.694,FrontWall,3.127396,2.949982
855.717,FrontWall,3.159576,3.025299
855.738,FrontWall,3.102722,3.05188
855.7610000000001,FrontWall,3.102768,3.104919
855.783,FrontWall,3.127655,3.122864
855.806,FrontWall,3.125702,3.138748
855.829,FrontWall,3.124863,3.139236
855.8489999999999,FrontWall,3.132217,3.138519
855.872,FrontWall,3.132141,3.137161
855.8939999999999,FrontWall,3.125153,3.13858
855.916,FrontWall,3.110992,3.131912
855.938,FrontWall,3.110748,3.130447
855.96,FrontWall,3.100235,3.114471
855.9830000000001,FrontWall,3.082275,3.105881
856.0060000000001,FrontWall,3.082565,3.090225
856.028,FrontWall,3.045395,3.074768
856.051,FrontWall,3.019302,3.035324
856.073,FrontWall,3.018723,3.009521
856.097,FrontWall,3.006042,3.00148
856.117,FrontWall,2.996506,2.9785
856.138,FrontWall,2.984756,2.984055
856.1610000000001,FrontWall,2.983582,2.958771
856.184,FrontWall,2.979156,2.947784
856.2080000000001,FrontWall,2.960526,2.909622
856.23,FrontWall,2.961136,2.9092860000000003
856.2539999999999,FrontWall,2.961121,2.906311
856.278,FrontWall,2.936127,2.906479
856.302,FrontWall,2.926575,2.90683
856.328,FrontWall,2.896759,2.907303
856.35,FrontWall,2.8965,2.912399
856.382,FrontWall,2.878891,2.9216
856.415,FrontWall,2.883453,2.934402
856.449,SM_Blackboard_Schiene_low_99,2.88649,2.908859
856.482,SM_Blackboard_Schiene_low_99,2.890717,2.924576
856.5160000000001,SM_Blackboard_Schiene_low_99,2.914749,2.927277
856.549,SM_Blackboard_Schiene_low_99,2.925064,2.931244
856.5830000000001,SM_Blackboard_Schiene_low_99,2.923187,2.960938
856.615,SM_Blackboard_Schiene_low_99,2.946426,3.00737
856.6489999999999,SM_Blackboard_Schiene_low_99,2.916931,3.0512240000000004
856.683,SM_Blackboard_Schiene_low_99,2.958191,3.0830990000000003
856.716,SM_Blackboard_Schiene_low_99,2.100357,3.551041000000001
856.7489999999999,SM_Blackboard_Schiene_low_99,2.662811,3.168396
856.7819999999999,FrontWall,3.159195,3.027145
856.816,FrontWall,3.0112,2.977905
856.85,FrontWall,2.942764,3.077774
856.883,FrontWall,2.823303,3.057846
856.916,FrontWall,2.926544,2.990402
856.949,FrontWall,2.909729,3.002472
856.9830000000001,FrontWall,2.920364,3.068344
857.015,CartoonTeacher,2.899872,3.02005
857.048,CartoonTeacher,2.960754,3.016266
857.0830000000001,CartoonTeacher,2.978729,3.034668
857.1039999999999,CartoonTeacher,3.004669,3.01178
857.127,CartoonTeacher,3.024948,3.132095
857.1489999999999,CartoonTeacher,3.028641,3.044357
857.171,CartoonTeacher,3.061234,3.0298
857.194,CartoonTeacher,3.064453,3.031601
857.217,CartoonTeacher,3.081207,3.02507
857.238,CartoonTeacher,3.098557,3.02652
857.262,CartoonTeacher,3.11705,3.02681
857.283,CartoonTeacher,3.087097,2.975021
857.305,CartoonTeacher,3.085693,2.977951
857.328,CartoonTeacher,3.083939,2.9715580000000004
857.35,CartoonTeacher,3.072464,2.895416
857.3710000000001,CartoonTeacher,3.094452,2.9531560000000003
857.3939999999999,CartoonTeacher,3.032059,2.922623
857.416,CartoonTeacher,3.029114,2.916382
857.438,CartoonTeacher,3.023544,2.874512
857.461,CartoonTeacher,2.995438,2.875275
857.4830000000001,CartoonTeacher,3.0345310000000003,2.903412
857.5060000000001,CartoonTeacher,2.886551,2.880356
857.528,CartoonTeacher,2.920288,2.869003
857.55,CartoonTeacher,2.853012,2.984787
857.572,CartoonTeacher,2.981369,2.923935
857.595,CartoonTeacher,2.980209,2.929718
857.6160000000001,CartoonTeacher,2.981552,2.878769
857.6389999999999,CartoonTeacher,2.983994,2.885071
857.6610000000001,CartoonTeacher,2.993622,2.966034
857.684,CartoonTeacher,3.006821,2.931305
857.705,CartoonTeacher,3.040161,2.942856
857.7289999999999,CartoonTeacher,3.026886,2.919617
857.7539999999999,CartoonTeacher,3.002533,2.915665
857.7760000000001,CartoonTeacher,3.006912,2.8965
857.796,CartoonTeacher,3.045074,2.874329
857.821,CartoonTeacher,3.033493,2.871902
857.845,CartoonTeacher,2.989532,2.791763
857.8660000000001,CartoonTeacher,2.880798,2.816452
857.8889999999999,Screen_95,3.023666,2.875916
