"","time","gaze_target","left.pupil_diameter_mm","right.pupil_diameter_mm"
"16629",400.148,"Screen_95",3.054382,3.060318
"16630",400.171,"Screen_95",3.05278,3.050552
"16631",400.192,"Screen_95",3.105621,3.081787
"16632",400.216,"Screen_95",3.092911,3.14415
"16633",400.237,"CartoonTeacher",3.121765,3.149704
"16634",400.259,"CartoonTeacher",3.110794,3.1492
"16635",400.281,"CartoonTeacher",3.11467,3.136398
"16636",400.304,"CartoonTeacher",3.119156,3.139023
"16637",400.326,"CartoonTeacher",3.123947,3.136703
"16638",400.347,"CartoonTeacher",3.135727,3.131042
"16639",400.371,"CartoonTeacher",2.954193,3.149445
"16640",400.392,"CartoonTeacher",2.892029,3.12529
"16643",400.464,"FrontWall",2.426117,2.665329
"16644",400.487,"FrontWall",2.757721,2.98027
"16645",400.508,"SM_Blackboard_Schiene_low_99",3.077942,3.095901
"16646",400.532,"SM_Blackboard_Schiene_low_99",2.963211,3.09256
"16647",400.559,"SM_Blackboard_Schiene_low_99",3.176834,3.077454
"16648",400.592,"SM_Blackboard_Schiene_low_99",3.103195,2.991196
"16649",400.626,"SM_Blackboard_Schiene_low_99",3.061981,3.090881
"16650",400.659,"FrontWall",3.070755,3.096649
"16651",400.692,"SM_Blackboard_Schiene_low_99",3.077682,3.106277
"16652",400.725,"SM_Blackboard_Schiene_low_99",3.084641,3.123688
"16653",400.76,"SM_Blackboard_Schiene_low_99",3.159119,3.203644
"16654",400.792,"SM_Blackboard_Tafel_unten_low_101",3.24437,3.279251
"16655",400.825,"SM_Blackboard_Tafel_unten_low_101",3.151108,3.313629
"16656",400.859,"SM_Blackboard_Tafel_unten_low_101",3.262802,3.290253
"16657",400.892,"SM_Blackboard_Tafel_unten_low_101",3.137314,3.328888
"16658",400.925,"SM_Blackboard_Tafel_unten_low_101",3.255737,3.349808
"16659",400.96,"SM_Blackboard_Tafel_unten_low_101",3.245514,3.34996
"16660",400.992,"SM_Blackboard_Tafel_unten_low_101",3.236542,3.34137
"16661",401.027,"SM_Blackboard_Tafel_unten_low_101",3.240387,3.367508
"16662",401.059,"SM_Blackboard_Tafel_unten_low_101",3.36705,3.372406
"16663",401.092,"SM_Blackboard_Tafel_unten_low_101",3.137817,3.471298
"16664",401.125,"SM_Blackboard_Tafel_unten_low_101",3.230865,3.477554
"16665",401.158,"SM_Blackboard_Schiene_low_99",3.263138,3.400055
"16666",401.192,"SM_Blackboard_Schiene_low_99",3.260376,3.42363
"16667",401.225,"FrontWall",3.259384,3.395111
"16668",401.259,"FrontWall",3.264679,3.412201
"16669",401.292,"FrontWall",3.161469,3.545868
"16670",401.315,"leftwall_5",3.197601,3.627609
"16671",401.337,"leftwall_5",3.342041,3.45993
"16672",401.359,"S14_C",3.394394,3.068268
"16673",401.383,"S14_C",3.358322,3.423645
"16674",401.403,"S14_C",3.365036,3.446915
"16675",401.425,"S14_C",3.410156,3.279648
"16676",401.448,"S14_C",3.3022,3.388687
"16677",401.469,"S14_C",3.250397,3.520203
"16678",401.493,"S14_C",3.236862,3.567535
"16679",401.514,"S14_C",3.23877,3.510727
"16680",401.536,"S14_C",3.256332,3.554306
"16681",401.558,"S14_C",3.243835,3.524109
"16682",401.581,"S14_C",3.23587,3.570724
"16683",401.603,"S14_C",3.245544,3.574112
"16684",401.627,"S14_C",3.339996,3.557541
"16685",401.647,"S14_C",3.333115,3.552689
"16689",401.736,"leftwall_5",4.594116,2.688858
"16690",401.758,"FrontWall",2.944565,3.218628
"16691",401.781,"FrontWall",3.158203,3.486633
"16692",401.801,"SM_Blackboard_Schiene_low_99",3.383987,3.427597
"16693",401.825,"leftwall_5",3.36647,3.551117
"16694",401.849,"leftwall_5",3.373184,3.595963
"16695",401.871,"S14_C",3.354691,3.422806
"16696",401.894,"leftwall_5",3.381836,3.49649
"16697",401.916,"leftwall_5",3.419006,3.562241
"16698",401.939,"leftwall_5",3.426529,3.765381
"16699",401.963,"leftwall_5",3.423462,3.651611
"16700",401.987,"leftwall_5",3.410156,3.616486
"16701",402.008,"leftwall_5",3.432739,3.585693
"16702",402.032,"leftwall_5",3.527527,3.54216
"16703",402.053,"leftwall_5",3.387741,3.486145
"16704",402.076,"FrontWall",3.395233,3.321091
"16705",402.098,"FrontWall",3.420227,3.406616
"16706",402.12,"FrontWall",3.363068,3.458603
"16707",402.141,"FrontWall",3.358643,3.441162
"16708",402.164,"FrontWall",3.351517,3.342728
"16709",402.187,"FrontWall",3.358337,3.398056
"16710",402.209,"FrontWall",3.34433,3.350616
"16711",402.231,"FrontWall",3.334595,3.381317
"16712",402.253,"FrontWall",3.324066,3.365646
"16713",402.274,"FrontWall",3.316406,3.351929
"16714",402.298,"FrontWall",3.276611,3.350082
"16715",402.319,"FrontWall",3.158539,3.198059
"16716",402.34,"FrontWall",3.250931,3.210236
"16717",402.363,"FrontWall",3.26799,3.293503
"16718",402.384,"Screen_95",3.116455,3.259735
"16719",402.406,"Screen_95",3.208405,3.204163
"16720",402.427,"Screen_95",3.174652,3.197845
"16721",402.45,"Screen_95",3.185699,3.205872
"16722",402.47,"Screen_95",3.193069,3.178436
"16723",402.492,"Screen_95",3.192612,3.182404
"16724",402.512,"Screen_95",3.204544,3.182449
"16725",402.536,"Screen_95",3.17572,3.196625
"16726",402.558,"Screen_95",3.229477,3.197083
"16727",402.58,"Screen_95",2.774078,2.423386
"16731",402.669,"Screen_95",3.247162,3.234238
"16732",402.69,"Screen_95",3.164734,3.186066
"16733",402.712,"Screen_95",3.188217,3.265778
"16734",402.735,"Screen_95",3.15416,3.119263
"16735",402.759,"Screen_95",3.159821,3.155853
"16736",402.78,"Screen_95",3.13736,3.119415
"16737",402.802,"Screen_95",3.1577,3.134521
"16738",402.824,"Screen_95",3.173538,3.176453
"16739",402.847,"Screen_95",3.178162,3.148514
"16740",402.87,"Screen_95",3.172379,3.152863
"16741",402.892,"Screen_95",3.17131,3.154404
"16742",402.916,"Screen_95",3.177246,3.152496
"16743",402.938,"Screen_95",3.186661,3.154572
"16744",402.961,"Screen_95",3.131943,3.329742
"16745",402.984,"Screen_95",3.353348,3.347748
"16746",403.007,"Screen_95",3.401093,3.426819
"16747",403.03,"Screen_95",3.256439,3.421997
"16748",403.051,"Screen_95",3.31517,3.337006
"16749",403.073,"Screen_95",3.285843,3.336594
"16750",403.096,"Screen_95",3.330704,3.355835
"16751",403.117,"Screen_95",3.351685,3.3414
"16752",403.139,"Screen_95",3.36322,3.331635
"16753",403.162,"Screen_95",3.365097,3.331955
"16754",403.183,"Screen_95",3.364136,3.324387
"16755",403.206,"Screen_95",3.37944,3.330612
"16756",403.228,"Screen_95",3.386444,3.347656
"16757",403.247,"Screen_95",3.385498,3.330231
"16758",403.269,"Screen_95",3.381439,3.380905
"16759",403.291,"Screen_95",3.352814,3.385681
"16760",403.315,"Screen_95",3.352859,3.521622
"16761",403.334,"S16_C",3.271042,3.523102
"16762",403.357,"Screen_95",3.283112,3.51416
"16763",403.378,"Screen_95",3.191498,3.478073
"16764",403.4,"Screen_95",3.238876,3.238602
"16765",403.423,"Screen_95",3.131805,3.231613
"16775",403.645,"Screen_95",2.822968,2.122421
"16776",403.667,"Screen_95",2.875809,2.636765
"16781",403.778,"Screen_95",3.246597,2.952484
"16784",403.847,"Screen_95",3.170593,2.858505
"16863",405.856,"FrontWall",2.651566,2.048599
"16864",405.878,"FrontWall",2.818909,2.952545
"16865",405.9,"FrontWall",2.805923,2.920517
"16866",405.923,"SM_Blackboard_Schiene_low_99",2.736725,2.8535
"16867",405.944,"SM_Blackboard_Schiene_low_99",2.735565,2.812256
"16868",405.966,"Screen_95",2.650818,2.872665
"16869",405.989,"Screen_95",2.654419,2.806931
"16870",406.012,"CartoonTeacher",2.780869,2.770233
"16871",406.034,"CartoonTeacher",2.812363,2.863968
"16872",406.056,"CartoonTeacher",2.861343,2.849701
"16873",406.08,"Screen_95",2.893127,2.860626
"16874",406.101,"Screen_95",2.92363,2.91774
"16875",406.124,"CartoonTeacher",2.919327,2.954391
"16876",406.145,"CartoonTeacher",2.873337,3.093628
"16877",406.167,"CartoonTeacher",2.909302,3.019958
"16878",406.191,"CartoonTeacher",2.935165,3.019241
"16879",406.212,"CartoonTeacher",2.954605,3.120026
"16880",406.235,"CartoonTeacher",3.008667,3.0867
"16881",406.259,"CartoonTeacher",3.053253,3.095978
"16882",406.278,"CartoonTeacher",2.966187,3.024338
"16883",406.3,"CartoonTeacher",3.060165,3.010651
"16884",406.323,"CartoonTeacher",3.086166,2.99115
"16885",406.347,"CartoonTeacher",3.075027,2.898224
"16886",406.369,"CartoonTeacher",3.056808,2.937256
"16887",406.391,"CartoonTeacher",3.097336,3.034683
"16888",406.414,"CartoonTeacher",3.169128,3.045044
"16889",406.437,"CartoonTeacher",3.110626,3.114334
"16890",406.46,"CartoonTeacher",2.536438,2.373703
"16895",406.572,"CartoonTeacher",2.373764,2.093521
"16896",406.594,"CartoonTeacher",2.988358,3.001831
"16897",406.614,"CartoonTeacher",3.115952,3.162979
"16898",406.637,"CartoonTeacher",3.210709,3.089981
"16899",406.66,"CartoonTeacher",3.161499,3.052628
"16900",406.681,"CartoonTeacher",3.126617,3.181656
"16901",406.702,"CartoonTeacher",3.143066,3.204376
"16902",406.722,"CartoonTeacher",3.165161,3.285904
"16903",406.745,"CartoonTeacher",3.20697,3.293671
"16904",406.765,"CartoonTeacher",3.20993,3.261108
"16905",406.788,"CartoonTeacher",3.182892,3.241989
"16906",406.81,"CartoonTeacher",3.204147,3.299118
"16907",406.833,"CartoonTeacher",3.215042,3.259598
"16908",406.854,"CartoonTeacher",3.214142,3.283524
"16909",406.877,"CartoonTeacher",3.259918,3.272949
"16910",406.899,"CartoonTeacher",3.140503,2.812302
"16915",407.011,"CartoonTeacher",1.438766,2.568054
"16916",407.032,"CartoonTeacher",3.361938,3.082413
"16917",407.054,"CartoonTeacher",3.360107,3.516098
"16918",407.076,"CartoonTeacher",3.350647,3.43132
"16919",407.099,"CartoonTeacher",3.274887,3.47641
"16920",407.121,"CartoonTeacher",3.220139,3.456482
"16921",407.144,"CartoonTeacher",3.259338,3.509323
"16922",407.165,"CartoonTeacher",3.354111,3.443802
"16923",407.188,"CartoonTeacher",3.205994,3.442276
"16924",407.21,"CartoonTeacher",3.302948,3.467514
"16925",407.232,"CartoonTeacher",3.320129,3.470886
"16926",407.255,"CartoonTeacher",3.301514,3.469955
"16927",407.278,"CartoonTeacher",3.31192,3.469681
"16928",407.299,"CartoonTeacher",3.31308,3.472443
"16929",407.324,"CartoonTeacher",3.313492,3.472885
"16930",407.343,"CartoonTeacher",3.312866,3.451004
"16931",407.367,"CartoonTeacher",3.304031,3.428345
"16932",407.39,"CartoonTeacher",3.304855,3.459381
"16933",407.413,"CartoonTeacher",3.338516,3.473984
"16934",407.437,"CartoonTeacher",3.363297,3.50528
"16935",407.458,"CartoonTeacher",3.396988,3.486221
"16936",407.482,"CartoonTeacher",3.397095,3.473877
"16937",407.506,"CartoonTeacher",3.393311,3.474304
"16938",407.53,"CartoonTeacher",3.392029,3.451645
"16939",407.554,"CartoonTeacher",3.378387,3.433884
"16940",407.574,"CartoonTeacher",3.338959,3.425125
"16941",407.6,"CartoonTeacher",3.322205,3.422455
"16942",407.624,"CartoonTeacher",3.312332,3.407806
"16943",407.655,"CartoonTeacher",3.243759,3.387756
"16944",407.687,"CartoonTeacher",3.233871,3.372116
"16945",407.722,"CartoonTeacher",3.162613,3.314011
"16949",407.855,"CartoonTeacher",3.279602,2.706909
"16950",407.889,"CartoonTeacher",3.187469,3.288635
"16951",407.922,"CartoonTeacher",3.214722,3.177551
"16952",407.954,"CartoonTeacher",3.184479,3.169052
"16953",407.988,"CartoonTeacher",3.164764,3.195892
"16954",408.021,"CartoonTeacher",3.17569,3.18161
"16955",408.054,"CartoonTeacher",3.182465,3.153946
"16956",408.088,"CartoonTeacher",3.173355,3.177536
"16957",408.121,"CartoonTeacher",3.141693,3.31987
"16962",408.288,"CartoonTeacher",2.518433,2.686432
"16963",408.321,"CartoonTeacher",3.156158,3.126144
"16964",408.355,"CartoonTeacher",3.284485,3.298767
"16965",408.377,"CartoonTeacher",3.272293,3.30661
"16966",408.399,"CartoonTeacher",3.133545,3.337585
"16967",408.422,"CartoonTeacher",3.13623,3.33551
"16968",408.444,"CartoonTeacher",3.255127,3.342117
"16969",408.466,"CartoonTeacher",3.263733,3.371033
"16970",408.488,"CartoonTeacher",3.276337,3.301788
"16971",408.512,"CartoonTeacher",3.296585,3.340729
"16972",408.533,"CartoonTeacher",3.285873,3.363739
"16973",408.556,"CartoonTeacher",3.285446,3.378998
"16974",408.578,"CartoonTeacher",3.28273,3.366959
"16975",408.6,"CartoonTeacher",3.280197,3.405457
"16976",408.622,"CartoonTeacher",3.279678,3.409332
"16977",408.644,"CartoonTeacher",3.240234,3.431229
"16978",408.666,"CartoonTeacher",3.323456,3.420532
"16984",408.798,"CartoonTeacher",3.234695,2.972427
"16985",408.82,"CartoonTeacher",3.135162,3.259644
"16986",408.844,"CartoonTeacher",3.281952,3.368759
"16987",408.864,"CartoonTeacher",3.201477,3.406937
"16988",408.888,"CartoonTeacher",3.134354,3.40921
"16989",408.914,"CartoonTeacher",3.174484,3.380005
"16990",408.937,"CartoonTeacher",3.238785,3.414215
"16991",408.958,"CartoonTeacher",3.226822,3.383667
"16992",408.98,"CartoonTeacher",3.251129,3.343964
"16993",409.003,"CartoonTeacher",3.253357,3.415726
"16994",409.027,"CartoonTeacher",3.255585,3.398529
"16995",409.048,"CartoonTeacher",3.253586,3.401474
"16996",409.072,"CartoonTeacher",3.259155,3.404495
"16997",409.094,"CartoonTeacher",3.258835,3.405426
"16998",409.115,"CartoonTeacher",3.189468,3.292191
"16999",409.138,"CartoonTeacher",3.293442,3.485535
"17000",409.161,"Screen_95",3.291367,3.296783
"17001",409.183,"Screen_95",3.333832,3.298477
"17002",409.205,"CartoonTeacher",3.335205,3.308975
"17003",409.229,"CartoonTeacher",3.31543,3.332809
"17004",409.259,"CartoonTeacher",3.314896,3.307144
"17005",409.287,"CartoonTeacher",3.308716,3.326157
"17006",409.309,"CartoonTeacher",3.296234,3.318604
"17007",409.33,"CartoonTeacher",3.297012,3.303238
"17008",409.354,"CartoonTeacher",3.260925,3.288681
"17009",409.376,"CartoonTeacher",3.224487,3.277283
"17010",409.398,"CartoonTeacher",3.212219,3.25943
"17011",409.42,"CartoonTeacher",3.2155,3.253067
"17012",409.442,"CartoonTeacher",3.217514,3.249664
"17013",409.465,"CartoonTeacher",3.216507,3.249603
"17014",409.487,"CartoonTeacher",3.216278,3.249527
"17015",409.509,"CartoonTeacher",3.244873,3.331818
"17016",409.533,"CartoonTeacher",3.235001,3.316544
"17017",409.555,"CartoonTeacher",3.236023,3.322403
"17018",409.577,"CartoonTeacher",3.227951,3.310318
"17019",409.599,"CartoonTeacher",3.243378,3.315445
"17020",409.621,"CartoonTeacher",3.237244,3.315384
"17021",409.645,"CartoonTeacher",3.246872,3.310196
"17022",409.666,"CartoonTeacher",3.261368,3.299286
"17023",409.688,"CartoonTeacher",3.284668,3.303146
"17024",409.71,"CartoonTeacher",3.294464,3.302216
"17025",409.734,"CartoonTeacher",3.300552,3.288651
"17026",409.755,"CartoonTeacher",3.318863,3.288498
"17027",409.778,"CartoonTeacher",3.33548,3.287033
"17028",409.801,"CartoonTeacher",3.316849,3.280579
"17029",409.824,"CartoonTeacher",3.316925,3.27037
"17030",409.843,"CartoonTeacher",3.335388,3.271591
"17031",409.865,"CartoonTeacher",3.329361,3.271759
"17032",409.889,"CartoonTeacher",3.335724,3.272568
"17033",409.909,"CartoonTeacher",3.339386,3.273315
"17034",409.931,"CartoonTeacher",3.339264,3.276321
"17035",409.954,"CartoonTeacher",3.340363,3.277969
"17036",409.977,"CartoonTeacher",3.319641,3.278656
"17037",409.999,"CartoonTeacher",3.313019,3.280289
"17038",410.023,"CartoonTeacher",3.299988,3.312546
"17039",410.046,"CartoonTeacher",3.298676,3.296204
"17040",410.068,"CartoonTeacher",3.293991,3.319443
"17041",410.091,"CartoonTeacher",3.293304,3.302933
"17042",410.113,"CartoonTeacher",3.291061,3.191956
"17043",410.137,"CartoonTeacher",3.286224,3.356613
"17044",410.161,"CartoonTeacher",3.052826,3.232895
"17048",410.251,"CartoonTeacher",2.789551,3.346191
"17049",410.272,"CartoonTeacher",3.259689,3.320694
"17050",410.294,"CartoonTeacher",3.231339,3.371109
"17051",410.315,"CartoonTeacher",3.215698,3.288025
"17052",410.338,"CartoonTeacher",3.218918,3.277039
"17053",410.358,"CartoonTeacher",3.165787,3.239227
"17054",410.381,"CartoonTeacher",3.218643,3.332748
"17055",410.403,"CartoonTeacher",3.134354,3.234528
"17056",410.424,"CartoonTeacher",3.148315,3.250488
"17057",410.445,"CartoonTeacher",3.159195,3.27327
"17058",410.466,"CartoonTeacher",3.147369,3.288071
"17059",410.488,"CartoonTeacher",3.145233,3.290756
"17060",410.509,"CartoonTeacher",3.140579,3.293762
"17061",410.532,"CartoonTeacher",3.171265,3.407272
"17062",410.554,"CartoonTeacher",3.185287,3.430176
"17063",410.577,"CartoonTeacher",2.41629,2.227158
"17068",410.689,"CartoonTeacher",3.175964,3.387009
"17069",410.71,"CartoonTeacher",3.241394,3.314438
"17070",410.732,"CartoonTeacher",3.388824,3.453293
"17071",410.754,"CartoonTeacher",3.482498,3.318222
"17072",410.777,"CartoonTeacher",3.443146,3.452011
"17073",410.799,"CartoonTeacher",3.423157,3.501923
"17074",410.821,"CartoonTeacher",3.42691,3.498413
"17075",410.843,"CartoonTeacher",3.435211,3.493896
"17076",410.865,"CartoonTeacher",3.432083,3.493225
"17077",410.888,"CartoonTeacher",3.431595,3.485748
"17078",410.91,"CartoonTeacher",3.43515,3.496765
"17079",410.933,"CartoonTeacher",3.435867,3.495468
"17080",410.956,"CartoonTeacher",3.387756,3.393219
"17081",410.978,"CartoonTeacher",3.423813,3.403748
"17082",411,"CartoonTeacher",3.445984,3.507187
"17083",411.022,"CartoonTeacher",3.424454,3.503693
"17084",411.045,"CartoonTeacher",3.421417,3.503357
"17085",411.067,"CartoonTeacher",3.418518,3.505814
"17086",411.091,"CartoonTeacher",3.403229,3.509766
"17087",411.114,"CartoonTeacher",3.403229,3.511887
"17088",411.137,"CartoonTeacher",3.381027,3.521698
"17089",411.159,"CartoonTeacher",3.373596,3.543716
"17090",411.182,"CartoonTeacher",3.324234,3.560394
"17091",411.205,"CartoonTeacher",3.284225,3.560135
"17092",411.225,"CartoonTeacher",3.293961,3.554276
"17093",411.247,"CartoonTeacher",3.291992,3.544342
"17094",411.27,"CartoonTeacher",3.294907,3.509567
"17095",411.294,"CartoonTeacher",3.16925,3.480103
"17096",411.314,"CartoonTeacher",3.231369,3.429031
"17097",411.338,"CartoonTeacher",3.230148,3.537857
"17098",411.357,"CartoonTeacher",3.257523,3.436111
"17099",411.38,"CartoonTeacher",3.259491,3.45755
"17100",411.401,"CartoonTeacher",3.230347,3.463913
"17101",411.423,"CartoonTeacher",3.203903,3.460068
"17102",411.444,"CartoonTeacher",3.204376,3.459167
"17103",411.465,"CartoonTeacher",3.205658,3.460205
"17104",411.487,"CartoonTeacher",3.201981,3.44516
"17105",411.509,"CartoonTeacher",3.203903,3.397064
"17106",411.531,"CartoonTeacher",3.221268,3.317245
"17107",411.553,"CartoonTeacher",3.215576,3.364105
"17108",411.576,"CartoonTeacher",3.252243,3.307739
"17109",411.598,"CartoonTeacher",3.307785,3.319611
"17110",411.62,"CartoonTeacher",3.271454,3.350128
"17111",411.642,"CartoonTeacher",3.310577,3.457672
"17117",411.775,"CartoonTeacher",3.109573,2.966843
"17118",411.798,"Screen_95",3.342697,3.40657
